"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","ensembl_id","SYMBOL","GENENAME","ENTREZID","significance","neg_log10_padj","label"
65.9797833705743,10.9366615311536,2.93396867694615,1.2187915951937e-18,6.70287012610696e-17,"ENSG00000179593","ENSG00000179593","ALOX15B","arachidonate 15-lipoxygenase type B","247","Upregulated",16.1737391953551,"ALOX15B"
981.634943440436,6.28886062241456,0.215912957049951,2.89988287279451e-187,4.01894767340592e-183,"ENSG00000109906","ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16","7704","Upregulated",182.395887648274,"ZBTB16"
246.650420319191,4.78711266013054,0.789527270350329,1.16583037472993e-11,3.11915891184983e-10,"ENSG00000171819","ENSG00000171819","ANGPTL7","angiopoietin like 7","10218","Upregulated",9.50596249866978,"ANGPTL7"
143.793266949766,4.77119848106618,0.362917551761825,1.00358307925479e-40,2.17002535928271e-38,"ENSG00000168309","ENSG00000168309","FAM107A","family with sequence similarity 107 member A","11170","Upregulated",37.6635351908832,"FAM107A"
19.3291771854346,4.56948683166651,0.902335145380072,2.39651853095795e-08,4.11056315848345e-07,"ENSG00000168481","ENSG00000168481","LGI3","leucine rich repeat LGI family member 3","203190","Upregulated",6.38609867450661,"LGI3"
982.01207591237,4.49687444431322,0.210649015423577,1.72260594827409e-104,3.41051369101866e-101,"ENSG00000152583","ENSG00000152583","SPARCL1","SPARC like 1","8404","Upregulated",100.467180202716,"SPARCL1"
544.849497477746,4.45053181208247,0.24695547657661,3.23809010403982e-75,3.20547791084913e-72,"ENSG00000163884","ENSG00000163884","KLF15","KLF transcription factor 15","28999","Upregulated",71.4941072115207,"KLF15"
120.485416288132,4.31499643500534,0.451760464491952,2.8130477739105e-24,2.45195151563683e-22,"ENSG00000128045","ENSG00000128045","RASL11B","RAS like family 11 member B","65997","Upregulated",21.6104881217146,"RASL11B"
26.3323280174741,4.1517721724086,1.19213123397698,1.19522504325229e-06,1.57458401848227e-05,"ENSG00000101342","ENSG00000101342","TLDC2","TBC/LysM-associated domain containing 2","140711","Upregulated",4.80283416081994,"TLDC2"
225.332047814332,4.04480563739086,0.348928264398465,2.61368675460766e-34,3.85351965235187e-32,"ENSG00000170214","ENSG00000170214","ADRA1B","adrenoceptor alpha 1B","147","Upregulated",31.4141424218379,"ADRA1B"
14.7741011593329,4.01061405286596,1.71957393137309,2.43005115189726e-05,0.000247269301865963,"ENSG00000204839","ENSG00000204839","MROH6","maestro heat like repeat family member 6","642475","Upregulated",3.60682979733769,"MROH6"
2599.60184415237,3.96489393851124,0.376143580490599,1.35145582824272e-28,1.51046986480773e-26,"ENSG00000096060","ENSG00000096060","FKBP5","FKBP prolyl isomerase 5","2289","Upregulated",25.8208879348583,"FKBP5"
70.6682782492404,3.84217112638424,0.408908900361808,3.86981369649643e-22,2.94679934174417e-20,"ENSG00000173838","ENSG00000173838","MARCHF10","membrane associated ring-CH-type finger 10","162333","Upregulated",19.5306494358298,"MARCHF10"
12442.9716272704,3.75479049133781,0.171536160826754,1.17745983515878e-109,3.26368317109312e-106,"ENSG00000211445","ENSG00000211445","GPX3","glutathione peroxidase 3","2878","Upregulated",105.486292007922,"GPX3"
14075.0453753175,3.71821281281505,0.164906702785849,4.88375353259827e-116,1.69209850520698e-112,"ENSG00000101347","ENSG00000101347","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","25939","Upregulated",111.771574358187,"SAMHD1"
23.1315644652498,3.71592470353277,0.711312325432973,1.18339172990317e-08,2.14949226536409e-07,"ENSG00000127324","ENSG00000127324","TSPAN8","tetraspanin 8","7103","Upregulated",6.66766411328982,"TSPAN8"
50.0365498227517,3.62673835941316,0.450058481670833,4.6083743131315e-17,2.19475806205118e-15,"ENSG00000152779","ENSG00000152779","SLC16A12","solute carrier family 16 member 12","387700","Upregulated",14.6586133469969,"SLC16A12"
43.1495195614579,3.58917510165592,0.567159483113443,3.4140745045607e-12,9.65625684871567e-11,"ENSG00000157152","ENSG00000157152","SYN2","synapsin II","6854","Upregulated",10.0151911908709,"SYN2"
